name,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,06/30/2007,03/31/2007,12/31/2006,09/30/2006,06/30/2006,03/31/2006,12/31/2005,09/30/2005,06/30/2005,03/31/2005,12/31/2004,09/30/2004,06/30/2004,03/31/2004,12/31/2003,09/30/2003,06/30/2003,03/31/2003,12/31/2002,09/30/2002,06/30/2002,03/31/2002,12/31/2001,09/30/2001,06/30/2001,03/31/2001,12/31/2000,09/30/2000,06/30/2000,03/31/2000,12/31/1999,09/30/1999,06/30/1999,03/31/1999,12/31/1998,09/30/1998,06/30/1998,03/31/1998,12/31/1997,09/30/1997,06/30/1997,03/31/1997,12/31/1996,09/30/1996,06/30/1996,03/31/1996,12/31/1995,09/30/1995,06/30/1995,03/31/1995,12/31/1994,09/30/1994,06/30/1994,03/31/1994,12/31/1993,09/30/1993,06/30/1993,03/31/1993,12/31/1992,09/30/1992,06/30/1992,03/31/1992,12/31/1991,09/30/1991,06/30/1991,03/31/1991,12/31/1990,09/30/1990,06/30/1990,03/31/1990,12/31/1989,09/30/1989,09/30/1988,09/30/1987,09/30/1986,09/30/1985
			OtherEquityAdjustments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-28,000,000","-218,000,000","-270,000,000","-337,000,000","-305,000,000","-321,000,000",,"-111,000,000",,,,,,,,"-356,000,000","-459,000,000","-322,000,000","-700,000,000","-748,000,000","-793,000,000",,,,,,,,,,,,,,"-3,000,000","-10,000,000","-75,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherEquityInterest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"8,615,000,000","8,526,000,000","8,398,000,000","8,407,000,000","8,422,000,000","8,127,000,000","8,038,000,000","7,728,000,000","8,032,000,000","8,006,000,000","8,185,000,000","8,153,000,000","8,563,000,000","8,529,000,000","-315,000,000","-339,600,000","-399,600,000","-450,300,000","-619,600,000","-282,000,000","210,600,000","259,300,000","239,500,000","197,400,000","224,700,000","225,700,000","214,600,000","42,700,000","1,600,000","-14,700,000","-37,700,000","-79,200,000","-118,700,000","-98,000,000","-43,800,000","87,500,000","157,100,000","318,500,000","396,800,000","392,800,000","349,600,000","307,200,000","283,200,000","255,700,000"
	MinorityInterest,"4,657,000,000","4,680,000,000","4,597,000,000","4,470,000,000","5,016,000,000","5,012,000,000","5,884,000,000","14,401,000,000","4,077,000,000","4,059,000,000","3,983,000,000","3,500,000,000","3,794,000,000","3,689,000,000","3,520,000,000","3,483,000,000","3,967,000,000","4,058,000,000","3,953,000,000","3,886,000,000","4,240,000,000","4,130,000,000","3,988,000,000","3,699,000,000","3,628,000,000","3,220,000,000","3,092,000,000","2,751,000,000","2,972,000,000","2,721,000,000","2,371,000,000","2,055,000,000","2,354,000,000","2,199,000,000","2,067,000,000","1,863,000,000","2,166,000,000","2,068,000,000","1,976,000,000","1,662,000,000","1,942,000,000","1,823,000,000","1,642,000,000","1,489,000,000","1,778,000,000","1,691,000,000","1,102,000,000","1,027,000,000","1,260,000,000","1,344,000,000","1,236,000,000","1,146,000,000","1,327,000,000","1,295,000,000","1,202,000,000","1,128,000,000","1,358,000,000","1,343,000,000","1,256,000,000","1,174,000,000","1,288,000,000","1,248,000,000","1,153,000,000","1,081,000,000","909,000,000","798,000,000","667,000,000","733,000,000","444,000,000","428,000,000","388,000,000","491,000,000","459,000,000","434,000,000","421,000,000","494,000,000","463,000,000","382,000,000","362,000,000","419,000,000","386,000,000","356,000,000","334,000,000","394,000,000","371,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TotalCapitalization,"136,949,000,000","136,500,000,000","140,063,000,000","133,177,000,000","127,814,000,000","127,006,000,000","126,783,000,000","127,741,000,000","67,492,000,000","65,857,000,000","63,769,000,000","63,917,000,000","63,371,000,000","60,434,000,000","61,380,000,000","60,572,000,000","58,002,000,000","59,748,000,000","59,322,000,000","59,491,000,000","56,923,000,000","57,298,000,000","58,673,000,000","58,224,000,000","56,332,000,000","57,634,000,000","58,440,000,000","55,798,000,000","56,038,000,000","58,205,000,000","56,320,000,000","55,470,000,000","53,649,000,000","50,456,000,000","52,460,000,000","50,631,000,000","48,483,000,000","48,307,000,000","48,122,000,000","47,338,000,000","47,730,000,000","47,649,000,000","48,763,000,000","48,480,000,000","47,369,000,000","45,229,000,000","46,848,000,000","45,813,000,000","44,887,000,000","43,433,000,000","44,301,000,000","43,717,000,000","43,165,000,000","42,645,000,000","43,285,000,000","42,033,000,000","43,137,000,000","42,663,000,000","42,508,000,000","36,469,000,000","35,800,000,000","36,367,000,000","37,979,000,000","38,627,000,000","36,645,000,000","35,476,000,000","34,843,000,000","34,721,000,000","34,861,000,000","34,434,000,000","35,988,000,000","36,442,000,000","36,364,000,000","35,912,000,000","37,973,000,000","37,792,000,000","37,746,000,000","31,612,000,000","33,956,000,000","32,652,000,000","31,809,000,000","31,059,000,000","31,075,000,000","31,062,000,000","32,086,000,000","30,253,000,000","31,178,000,000","30,878,000,000","31,078,000,000","28,950,000,000","28,586,000,000","27,676,000,000","26,063,000,000","25,490,000,000","26,755,000,000","28,205,000,000","26,156,000,000","24,124,000,000","23,239,000,000","21,709,000,000","9,899,000,000","9,635,100,000","9,736,300,000","9,238,400,000","9,279,700,000","8,327,600,000","8,365,100,000","8,353,300,000","8,062,000,000","7,416,300,000","7,128,300,000","7,581,600,000","7,928,500,000","6,745,600,000","6,585,900,000","6,603,100,000","6,660,500,000","5,956,200,000","5,802,300,000","5,471,800,000","5,517,800,000","4,735,900,000","5,255,800,000","4,128,100,000","4,125,300,000","3,390,800,000","2,783,100,000","2,374,900,000","1,958,700,000","2,008,000,000"
CommonStockEquity,"84,071,000,000","83,583,000,000","85,866,000,000","90,407,000,000","89,757,000,000","88,877,000,000","90,472,000,000","89,938,000,000","50,316,000,000","48,773,000,000","46,088,000,000","45,151,000,000","43,289,000,000","41,315,000,000","42,531,000,000","43,784,000,000","43,210,000,000","43,265,000,000","44,193,000,000","44,124,000,000","43,958,000,000","44,525,000,000","46,519,000,000","46,038,000,000","44,165,000,000","44,958,000,000","45,520,000,000","44,889,000,000","44,324,000,000","45,429,000,000","43,536,000,000","42,089,000,000","41,016,000,000","39,759,000,000","40,006,000,000","38,049,000,000","37,257,000,000","37,385,000,000","38,946,000,000","38,650,000,000","37,797,000,000","37,519,000,000","37,959,000,000","37,480,000,000","36,180,000,000","33,734,000,000","34,296,000,000","33,272,000,000","32,655,000,000","32,323,000,000","32,779,000,000","30,788,000,000","30,380,000,000","30,753,000,000","31,557,000,000","31,743,000,000","32,508,000,000","31,820,000,000","32,534,000,000","25,950,000,000","25,351,000,000","26,210,000,000","27,054,000,000","26,963,000,000","26,336,000,000","26,081,000,000","25,491,000,000","24,760,000,000","24,034,000,000","23,791,000,000","23,932,000,000","23,510,000,000","23,285,000,000","23,445,000,000","23,309,000,000","23,027,000,000","22,759,000,000","22,672,000,000","23,474,000,000","22,991,000,000","23,468,000,000","24,100,000,000","23,826,000,000","23,356,000,000","22,995,000,000","20,975,000,000","20,811,000,000","20,355,000,000","20,001,000,000","19,388,000,000","19,214,000,000","18,626,000,000","18,260,000,000","17,285,000,000","17,267,000,000","16,857,000,000","16,792,000,000","16,086,000,000","16,234,000,000","15,869,000,000","7,124,000,000","6,650,800,000","6,374,100,000","6,052,200,000","5,614,300,000","5,508,300,000","5,814,200,000","5,635,500,000","5,407,600,000","5,030,500,000","5,169,100,000","5,291,300,000","5,108,700,000","4,704,600,000","4,467,300,000","4,257,700,000","4,098,100,000","3,871,300,000","3,680,600,000","3,558,500,000","3,508,900,000","3,488,600,000","3,344,600,000","3,286,900,000","3,206,100,000","3,044,000,000","2,359,300,000","1,845,400,000","1,418,700,000","1,184,900,000"
CapitalLeaseObligations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"274,000,000",,,,"284,000,000",,,,"288,000,000",,,,"224,000,000",,,,"226,000,000",,,,,,,,"274,000,000",,,,,,,,,,,,"339,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetTangibleAssets,"-12,371,000,000","-13,279,000,000","-10,956,000,000","-11,950,000,000","-13,226,000,000","-14,631,000,000","-12,443,000,000","-12,104,000,000","12,280,000,000","10,692,000,000","7,890,000,000","6,839,000,000","4,929,000,000","2,894,000,000","7,899,000,000","9,108,000,000","8,525,000,000","8,506,000,000","9,396,000,000","9,255,000,000","9,036,000,000","9,527,000,000","11,434,000,000","10,881,000,000","8,947,000,000","9,643,000,000","10,328,000,000","10,277,000,000","9,687,000,000","10,735,000,000","8,764,000,000","7,168,000,000","6,051,000,000","9,634,000,000","9,893,000,000","7,794,000,000","8,024,000,000","8,119,000,000","9,716,000,000","9,384,000,000","8,483,000,000","8,338,000,000","9,185,000,000","8,698,000,000","7,015,000,000","9,804,000,000","9,625,000,000","8,620,000,000","2,277,000,000","2,350,000,000","3,001,000,000","6,221,000,000","888,000,000","1,051,000,000","2,137,000,000","943,000,000","1,927,000,000","1,173,000,000","1,565,000,000","6,253,000,000","5,666,000,000","6,505,000,000","7,286,000,000","7,190,000,000","6,565,000,000","6,300,000,000","5,723,000,000","5,019,000,000","4,290,000,000","4,039,000,000","4,173,000,000","3,765,000,000","3,543,000,000","3,586,000,000","3,529,000,000","3,231,000,000","2,910,000,000","8,132,000,000","8,705,000,000","7,819,000,000","7,677,000,000","7,983,000,000","7,210,000,000","6,354,000,000","5,609,000,000","5,280,000,000","5,033,000,000","4,555,000,000","4,295,000,000","3,619,000,000","3,355,000,000","2,671,000,000","2,165,000,000","1,274,000,000","284,000,000","-1,637,000,000","-1,072,000,000","-1,892,000,000","-1,858,000,000","-1,828,000,000","7,124,000,000","6,650,800,000","6,374,100,000","6,052,200,000","5,614,300,000","5,508,300,000","5,814,200,000","5,635,500,000","5,407,600,000","5,030,500,000","5,169,100,000","5,291,300,000","5,108,700,000","4,704,600,000","4,467,300,000","4,257,700,000","4,098,100,000","3,871,300,000","3,680,600,000","3,558,500,000","3,508,900,000","3,488,600,000","3,344,600,000","3,286,900,000","3,206,100,000","3,044,000,000","2,359,300,000","1,845,400,000","1,418,700,000","1,184,900,000"
WorkingCapital,"8,328,000,000","8,623,000,000","10,413,000,000","-2,199,000,000","-7,021,000,000","-3,217,000,000","-13,223,000,000","-10,099,000,000","-82,000,000","-1,035,000,000","-2,485,000,000","-2,920,000,000","-2,601,000,000","-3,706,000,000","57,000,000","-1,095,000,000","-2,652,000,000","124,000,000","-455,000,000","-74,000,000","-1,028,000,000","424,000,000","1,686,000,000","2,236,000,000","436,000,000","1,884,000,000","1,854,000,000","-116,000,000","67,000,000","2,405,000,000","2,864,000,000","1,550,000,000","-176,000,000","896,000,000","3,637,000,000","1,813,000,000","1,536,000,000","1,669,000,000","877,000,000","417,000,000","1,247,000,000","1,225,000,000","3,112,000,000","2,435,000,000","1,278,000,000","2,955,000,000","2,893,000,000","1,791,000,000","868,000,000","75,000,000","1,204,000,000","1,140,000,000","885,000,000","-77,000,000","1,273,000,000","-763,000,000","528,000,000","-648,000,000","-186,000,000","196,000,000","-426,000,000","-323,000,000","1,472,000,000","1,586,000,000","-886,000,000","-1,690,000,000","-1,991,000,000","-2,028,000,000","521,000,000","-355,000,000","455,000,000","761,000,000","403,000,000","30,000,000","2,424,000,000","2,933,000,000","2,409,000,000","810,000,000","3,489,000,000","2,207,000,000","744,000,000","1,605,000,000","2,349,000,000","2,098,000,000","3,308,000,000","2,493,000,000","3,119,000,000","3,206,000,000","3,565,000,000","1,850,000,000","4,062,000,000","3,594,000,000","1,981,000,000","1,848,000,000","2,415,000,000","2,111,000,000","-266,000,000","-2,322,000,000","-2,886,000,000","-4,479,000,000","3,748,000,000","3,616,300,000","3,396,400,000","3,022,900,000","3,282,600,000","2,585,300,000","1,667,600,000","1,881,800,000","1,769,700,000","2,790,500,000","2,403,800,000","3,012,900,000","2,487,900,000","2,339,700,000","1,407,300,000","1,229,900,000","1,334,000,000","1,249,400,000","1,458,500,000","1,261,700,000","1,363,200,000","832,900,000","1,718,500,000","790,500,000","950,300,000","399,800,000","0","0","0","0"
InvestedCapital,"142,346,000,000","142,211,000,000","150,287,000,000","145,853,000,000","137,832,000,000","135,863,000,000","148,706,000,000","146,899,000,000","70,981,000,000","69,647,000,000","69,761,000,000","69,835,000,000","69,380,000,000","66,606,000,000","64,718,000,000","65,437,000,000","63,700,000,000","63,435,000,000","64,634,000,000","65,246,000,000","62,873,000,000","61,861,000,000","61,792,000,000","60,995,000,000","60,708,000,000","59,798,000,000","61,656,000,000","60,493,000,000","59,725,000,000","59,717,000,000","58,539,000,000","59,026,000,000","58,464,000,000","54,070,000,000","55,029,000,000","54,078,000,000","51,643,000,000","51,362,000,000","52,184,000,000","51,422,000,000","50,552,000,000","49,999,000,000","50,586,000,000","50,721,000,000","50,011,000,000","46,435,000,000","47,990,000,000","48,000,000,000","48,658,000,000","46,962,000,000","46,351,000,000","46,578,000,000","46,110,000,000","45,925,000,000","45,232,000,000","44,432,000,000","44,896,000,000","45,345,000,000","45,200,000,000","38,772,000,000","38,554,000,000","38,677,000,000","39,588,000,000","40,150,000,000","40,050,000,000","39,569,000,000","40,059,000,000","40,075,000,000","37,193,000,000","36,891,000,000","37,843,000,000","38,223,000,000","38,184,000,000","37,575,000,000","38,558,000,000","38,659,000,000","38,526,000,000","32,441,000,000","34,410,000,000","32,827,000,000","33,783,000,000","33,561,000,000","33,556,000,000","33,899,000,000","34,545,000,000","32,668,000,000","32,912,000,000","32,895,000,000","33,106,000,000","31,073,000,000","31,186,000,000","30,076,000,000","30,263,000,000","28,353,000,000","28,855,000,000","29,705,000,000","29,156,000,000","28,428,000,000","27,939,000,000","27,909,000,000","9,899,000,000","9,635,100,000","9,736,300,000","9,238,400,000","9,279,700,000","8,445,200,000","8,365,100,000","8,353,300,000","8,062,000,000","7,416,300,000","7,128,300,000","7,581,600,000","7,928,500,000","6,927,000,000","6,585,900,000","6,603,100,000","6,660,500,000","6,085,100,000","5,802,300,000","5,471,800,000","5,517,800,000","5,073,200,000","5,255,800,000","4,128,100,000","4,125,300,000","3,904,600,000","2,783,100,000","2,374,900,000","1,958,700,000","2,008,000,000"
TangibleBookValue,"-12,371,000,000","-13,279,000,000","-10,956,000,000","-11,950,000,000","-13,226,000,000","-14,631,000,000","-12,443,000,000","-12,104,000,000","12,280,000,000","10,692,000,000","7,890,000,000","6,839,000,000","4,929,000,000","2,894,000,000","7,899,000,000","9,108,000,000","8,525,000,000","8,506,000,000","9,396,000,000","9,255,000,000","9,036,000,000","9,527,000,000","11,434,000,000","10,881,000,000","8,947,000,000","9,643,000,000","10,328,000,000","10,277,000,000","9,687,000,000","10,735,000,000","8,764,000,000","7,168,000,000","6,051,000,000","9,634,000,000","9,893,000,000","7,794,000,000","8,024,000,000","8,119,000,000","9,716,000,000","9,384,000,000","8,483,000,000","8,338,000,000","9,185,000,000","8,698,000,000","7,015,000,000","9,804,000,000","9,625,000,000","8,620,000,000","2,277,000,000","2,350,000,000","3,001,000,000","6,221,000,000","888,000,000","1,051,000,000","2,137,000,000","943,000,000","1,927,000,000","1,173,000,000","1,565,000,000","6,253,000,000","5,666,000,000","6,505,000,000","7,286,000,000","7,190,000,000","6,565,000,000","6,300,000,000","5,723,000,000","5,019,000,000","4,290,000,000","4,039,000,000","4,173,000,000","3,765,000,000","3,543,000,000","3,586,000,000","3,529,000,000","3,231,000,000","2,910,000,000","8,132,000,000","8,705,000,000","7,819,000,000","7,677,000,000","7,983,000,000","7,210,000,000","6,354,000,000","5,609,000,000","5,280,000,000","5,033,000,000","4,555,000,000","4,295,000,000","3,619,000,000","3,355,000,000","2,671,000,000","2,165,000,000","1,274,000,000","284,000,000","-1,637,000,000","-1,072,000,000","-1,892,000,000","-1,858,000,000","-1,828,000,000","7,124,000,000","6,650,800,000","6,374,100,000","6,052,200,000","5,614,300,000","5,508,300,000","5,814,200,000","5,635,500,000","5,407,600,000","5,030,500,000","5,169,100,000","5,291,300,000","5,108,700,000","4,704,600,000","4,467,300,000","4,257,700,000","4,098,100,000","3,871,300,000","3,680,600,000","3,558,500,000","3,508,900,000","3,488,600,000","3,344,600,000","3,286,900,000","3,206,100,000","3,044,000,000","2,359,300,000","1,845,400,000","1,418,700,000","1,184,900,000"
TotalDebt,"58,275,000,000","58,628,000,000","64,421,000,000","55,446,000,000","48,075,000,000","46,986,000,000","58,234,000,000","56,961,000,000","20,665,000,000","20,874,000,000","23,673,000,000","24,684,000,000","26,091,000,000","25,291,000,000","22,187,000,000","21,653,000,000","20,490,000,000","20,170,000,000","20,441,000,000","21,122,000,000","18,915,000,000","17,336,000,000","15,273,000,000","14,957,000,000","16,543,000,000","14,840,000,000","16,136,000,000","15,604,000,000","15,401,000,000","14,562,000,000","15,003,000,000","16,937,000,000","17,448,000,000","14,595,000,000","15,023,000,000","16,029,000,000","14,386,000,000","14,265,000,000","13,238,000,000","12,772,000,000","12,755,000,000","12,704,000,000","12,627,000,000","13,241,000,000","13,831,000,000","12,927,000,000","13,694,000,000","14,728,000,000","16,003,000,000","14,639,000,000","13,572,000,000","15,790,000,000","15,730,000,000","15,446,000,000","13,675,000,000","12,689,000,000","12,388,000,000","13,525,000,000","12,666,000,000","12,822,000,000","13,203,000,000","12,467,000,000","12,534,000,000","13,187,000,000","13,714,000,000","13,827,000,000","14,568,000,000","15,315,000,000","13,159,000,000","13,100,000,000","13,911,000,000","14,713,000,000","14,899,000,000","14,130,000,000","15,249,000,000","15,632,000,000","15,767,000,000","9,769,000,000","10,936,000,000","9,836,000,000","10,315,000,000","9,461,000,000","9,730,000,000","10,543,000,000","11,550,000,000","11,693,000,000","12,101,000,000","12,540,000,000","13,105,000,000","11,685,000,000","11,972,000,000","11,450,000,000","12,003,000,000","11,068,000,000","11,588,000,000","12,848,000,000","12,364,000,000","12,342,000,000","11,705,000,000","12,040,000,000","2,775,000,000","2,984,300,000","3,362,200,000","3,186,200,000","3,665,400,000","2,936,900,000","2,550,900,000","2,717,800,000","2,654,400,000","2,385,800,000","1,959,200,000","2,290,300,000","2,819,800,000","2,222,400,000","2,118,600,000","2,345,400,000","2,562,400,000","2,213,800,000","2,121,700,000","1,913,300,000","2,008,900,000","1,584,600,000","1,911,200,000","841,200,000","919,200,000","860,600,000","423,800,000","529,500,000","540,000,000","823,100,000"
NetDebt,"41,207,000,000","40,714,000,000","41,306,000,000","41,107,000,000","41,242,000,000","41,568,000,000","51,506,000,000","46,853,000,000","16,210,000,000","16,724,000,000","19,347,000,000","20,505,000,000","21,414,000,000","21,274,000,000","17,851,000,000","17,853,000,000","16,754,000,000","15,560,000,000","15,214,000,000","16,107,000,000","14,614,000,000","13,067,000,000","10,798,000,000","11,212,000,000","11,466,000,000","11,419,000,000","12,046,000,000","11,526,000,000","11,004,000,000","10,357,000,000","11,071,000,000","12,985,000,000","14,241,000,000","10,924,000,000","10,649,000,000","12,298,000,000","10,620,000,000","10,792,000,000","9,719,000,000","9,678,000,000","9,716,000,000","9,758,000,000","9,676,000,000","10,166,000,000","10,627,000,000","9,284,000,000","10,566,000,000","11,359,000,000","12,208,000,000","11,638,000,000","10,983,000,000","11,930,000,000","12,316,000,000","11,502,000,000","10,211,000,000","10,507,000,000","9,951,000,000","11,114,000,000","10,713,000,000","10,791,000,000","11,384,000,000","10,744,000,000","10,500,000,000","11,246,000,000","11,548,000,000","11,446,000,000","11,545,000,000","12,167,000,000","11,697,000,000","11,517,000,000","12,541,000,000","12,961,000,000","13,519,000,000","12,891,000,000","13,053,000,000","13,763,000,000","14,922,000,000","9,151,000,000","8,488,000,000","9,173,000,000","9,115,000,000","8,619,000,000","9,040,000,000","9,683,000,000","10,558,000,000","11,279,000,000","11,250,000,000","11,750,000,000","11,911,000,000","11,558,000,000","11,119,000,000","10,853,000,000","11,116,000,000","10,751,000,000","11,060,000,000","11,708,000,000","11,657,000,000","12,064,000,000","11,348,000,000","11,759,000,000","1,778,000,000","1,907,800,000","2,405,500,000","2,303,900,000","2,527,800,000","2,750,000,000","1,843,900,000","2,044,200,000","1,969,300,000","2,022,800,000","1,773,500,000","1,870,100,000","2,086,600,000","1,457,600,000","1,439,100,000","1,651,100,000","1,931,700,000","1,327,700,000","1,361,600,000","1,122,900,000","1,224,900,000","764,800,000","694,000,000","397,700,000","518,900,000","479,800,000","423,800,000","529,500,000","540,000,000","823,100,000"
ShareIssued,"1,800,000,000","1,826,063,365","1,800,000,000","1,800,000,000","1,800,000,000","1,800,000,000","1,800,000,000","1,800,000,000","2,890,000,000","2,900,000,000","2,900,000,000","2,900,000,000","2,907,281,908","2,900,000,000","2,900,000,000","2,864,879,056","2,900,000,000","2,900,000,000","2,900,000,000","2,900,000,000","2,900,000,000","2,800,000,000","2,800,000,000","2,800,000,000","2,800,000,000","2,800,000,000","2,800,000,000","2,800,000,000","2,800,000,000","2,800,000,000","2,800,000,000","2,800,000,000","2,800,000,000","2,800,000,000","2,800,000,000","2,800,000,000","2,800,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,700,000,000","2,600,000,000","2,600,000,000","2,600,000,000","2,637,051,570","1,856,334,612","2,600,000,000","1,869,700,000","1,901,200,000","1,931,000,000","1,962,200,000","1,940,923,599","1,981,629,357","2,035,200,000","2,064,000,000","2,160,200,000","1,940,100,000","1,958,600,000","2,007,200,000","2,049,600,000","2,082,900,000","2,043,283,262","2,054,584,875","2,013,300,000","2,013,300,000","2,013,300,000","2,013,300,000","2,013,200,000","2,013,300,000","2,013,300,000","2,018,600,000","2,018,600,000","2,018,600,000","2,018,600,000","2,018,600,000","2,068,900,000","2,068,900,000","2,068,900,000","2,114,300,000","2,071,000,000","2,071,000,000","2,071,000,000","2,071,000,000","2,071,000,000","2,071,000,000","2,071,000,000","2,071,000,000","2,068,929,000","2,036,999,961","2,030,999,967","2,024,999,973","2,025,401,571","2,025,401,571","2,024,999,973","2,024,024,000","2,044,054,000","1,888,889,000","1,576,577,000","1,574,775,000","1,569,369,000","1,563,964,000","1,553,754,000","1,573,874,000","1,609,910,000","1,613,213,000","1,612,526,000","1,608,108,000","1,609,009,000","1,608,108,000","1,607,462,000","1,574,775,000","1,574,186,000","1,572,910,000","1,568,775,000","1,563,964,000","1,562,655,000","1,560,541,000","1,597,093,000","1,583,183,000","1,597,417,000","1,599,375,000","1,623,988,000","1,625,225,000","1,600,000,000","1,581,982,000","1,569,970,000","1,554,066,000"
OrdinarySharesNumber,"1,781,000,000","1,807,063,365","1,781,000,000","1,781,000,000","1,781,000,000","1,781,000,000","1,781,000,000","1,781,000,000","1,490,000,000","1,500,000,000","1,500,000,000","1,500,000,000","1,507,281,908","1,500,000,000","1,600,000,000","1,564,879,056","1,600,000,000","1,600,000,000","1,700,000,000","1,700,000,000","1,700,000,000","1,600,000,000","1,600,000,000","1,700,000,000","1,700,000,000","1,700,000,000","1,700,000,000","1,700,000,000","1,700,000,000","1,800,000,000","1,800,000,000","1,800,000,000","1,800,000,000","1,800,000,000","1,808,900,000","1,817,500,000","1,838,900,000","1,762,200,000","1,820,200,000","1,855,200,000","1,874,700,000","1,896,900,000","1,932,300,000","1,969,200,000","1,875,900,000","1,818,300,000","1,819,700,000","1,856,751,570","1,856,334,612","1,822,900,000","1,869,700,000","1,901,200,000","1,931,000,000","1,962,200,000","1,940,923,599","1,981,629,357","2,035,200,000","2,064,000,000","2,160,200,000","1,940,100,000","1,958,600,000","2,007,200,000","2,049,600,000","2,082,900,000","2,043,283,262","2,054,584,875","2,013,300,000","2,013,300,000","2,013,300,000","2,013,300,000","2,013,200,000","2,013,300,000","2,013,300,000","2,018,600,000","2,018,600,000","2,018,600,000","2,018,600,000","2,018,600,000","2,068,900,000","2,068,900,000","2,068,900,000","2,114,300,000","2,071,000,000","2,071,000,000","2,071,000,000","2,071,000,000","2,071,000,000","2,071,000,000","2,071,000,000","2,071,000,000","2,068,929,000","2,036,999,961","2,030,999,967","2,024,999,973","2,025,401,571","2,025,401,571","2,024,999,973","2,024,024,000","2,044,054,000","1,888,889,000","1,576,577,000","1,574,775,000","1,569,369,000","1,563,964,000","1,553,754,000","1,573,874,000","1,609,910,000","1,613,213,000","1,612,526,000","1,608,108,000","1,609,009,000","1,608,108,000","1,607,462,000","1,574,775,000","1,574,186,000","1,572,910,000","1,568,775,000","1,563,964,000","1,562,655,000","1,560,541,000","1,597,093,000","1,583,183,000","1,597,417,000","1,599,375,000","1,623,988,000","1,625,225,000","1,600,000,000","1,581,982,000","1,569,970,000","1,554,066,000"
TreasurySharesNumber,"19,000,000","19,000,000","19,000,000","19,000,000","19,000,000","19,000,000","19,000,000","19,000,000","1,400,000,000","1,400,000,000","1,400,000,000","1,400,000,000","1,400,000,000","1,400,000,000","1,300,000,000","1,300,000,000","1,300,000,000","1,300,000,000","1,200,000,000","1,200,000,000","1,200,000,000","1,200,000,000","1,200,000,000","1,100,000,000","1,100,000,000","1,100,000,000","1,100,000,000","1,100,000,000","1,100,000,000","1,000,000,000","1,000,000,000","1,000,000,000","1,000,000,000","1,000,000,000","991,100,000","982,500,000","961,100,000","937,800,000","879,800,000","844,800,000","825,300,000","803,100,000","767,700,000","730,800,000","724,100,000","781,700,000","780,300,000","780,300,000",,"777,100,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
