name,ttm,12/31/20,9/30/20,6/30/20,3/31/20,12/31/19,9/30/19,6/30/19,3/31/19,12/31/18,9/30/18,6/30/18,3/31/18,12/31/17,9/30/17,6/30/17,3/31/17,12/31/16,9/30/16,6/30/16,3/31/16,12/31/15,9/30/15,6/30/15,3/31/15,12/31/14,9/30/14,6/30/14,3/31/14,12/31/13,9/30/13,6/30/13,3/31/13,12/31/12,9/30/12,6/30/12,3/31/12,12/31/11,9/30/11,6/30/11,3/31/11,12/31/10,9/30/10,6/30/10,3/31/10,12/31/09,9/30/09,6/30/09,3/31/09,12/31/08,9/30/08,6/30/08,3/31/08,12/31/07,9/30/07,6/30/07,3/31/07,12/31/06,9/30/06,6/30/06,3/31/06,12/31/05,9/30/05,6/30/05,3/31/05,12/31/04,9/30/04,6/30/04,3/31/04,12/31/03,9/30/03,6/30/03,3/31/03,12/31/02,9/30/02,6/30/02,3/31/02,12/31/01,9/30/01,6/30/01,3/31/01,12/31/00,9/30/00,6/30/00,3/31/00,12/31/99,9/30/99,6/30/99,3/31/99,12/31/98,9/30/98,6/30/98,3/31/98,12/31/97,9/30/97,6/30/97,3/31/97,12/31/96,9/30/96,6/30/96,3/31/96,12/31/95,9/30/95,6/30/95,3/31/95,12/31/94,9/30/94,6/30/94,3/31/94,12/31/93,9/30/93,6/30/93,3/31/93,12/31/92,9/30/92,6/30/92,3/31/92,12/31/91,9/30/91,6/30/91,3/31/91,12/31/90,9/30/90,6/30/90,3/31/90,12/31/89,9/30/89,6/30/89,3/31/89,12/31/88,9/30/88,6/30/88,3/31/88,12/31/87,9/30/87,6/30/87,3/31/87,12/31/86,9/30/86,6/30/86,3/31/86,12/31/85,9/30/85
NormalizedIncome,"-2,096,000,000","102,676,000","-854,540,000","-370,220,000","580,850,000","2,256,900,000","1,342,060,413.36","1,666,320,000","2,110,628,000","2,788,000,000","1,871,742,660.84","2,916,000,000","2,947,309,000","4,392,372,000","1,760,845,582.78","2,366,000,000","2,388,000,000","2,479,000,000","1,791,358,208.96","2,625,512,000","2,143,000,000","2,934,108,000","1,640,800,000","2,483,000,000","2,108,000,000","2,182,000,000","1,496,358,797.24","2,245,000,000","1,990,872,000","1,852,312,000","1,506,394,784.17","1,886,480,000","1,556,432,000","1,454,318,000","1,240,054,872.28","1,835,705,183.23","1,047,586,353.95","1,468,072,289.16","1,092,916,447.71","1,498,544,657.10","942,000,000","1,261,281,976.74","577,669,456.07","1,326,490,154.11","953,650,162.87","893,797,276.85","481,823,600.24","967,066,385.03","811,966,033.97","772,547,423.45","818,851,478.01","1,262,917,105.89","1,133,000,000","1,250,000,000","883,000,000","1,196,000,000","931,000,000","1,044,077,598.83","782,000,000","1,113,079,601.99","733,000,000","689,470,737.91","297,000,000","835,164,584.86","702,423,529.41","734,149,737.30","520,497,681.61","639,862,068.97","538,887,850.47","688,000,000","453,720,338.98","399,373,111.78","229,000,000","256,000,000","175,000,000","343,525,157.23","259,000,000","438,000,000","128,600,000","474,800,000","30,600,000","288,800,000","75,200,000","305,200,000","77,000,000","193,800,000","209,800,000","419,200,000","271,000,000","465,400,000","296,000,000","415,000,000","384,000,000","755,000,000","411,000,000","473,000,000","333,000,000","668,000,000","311,400,000","406,000,000","290,000,000","510,282,722.51","229,752,409.19","327,587,584.51","337,081,008.47","464,209,758.08","188,886,210.02","299,086,235.82","242,923,464.57","365,953,641.03","142,321,420.39","276,321,732.64","226,445,676.41","283,643,629.89","137,994,310.54","221,553,155.20","163,598,165.14","204,836,670.69","109,187,500","160,687,500","122,100,888.45","169,899,926.63","198,507,090.86","232,077,379.10","166,843,869.40","164,170,351.94",,,,,,,,,,,,,,,,,
InterestIncome,"193,000,000","113,000,000","-24,000,000","41,000,000","63,000,000","76,000,000","129,000,000","34,000,000","30,000,000","75,000,000","30,000,000","32,000,000","29,000,000","17,000,000","52,000,000","17,000,000","31,000,000","22,000,000","20,000,000","18,000,000","14,000,000","42,000,000","13,000,000","50,000,000","74,000,000","11,000,000","34,000,000","24,000,000","129,000,000","130,000,000","55,000,000","10,000,000","29,000,000","20,000,000","24,000,000","22,000,000","31,000,000","26,000,000","34,000,000","25,000,000","28,000,000","5,000,000","1,000,000","14,000,000",,,,,"22,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
InterestExpense,"1,689,000,000","404,000,000","464,000,000","456,000,000","365,000,000","362,000,000","413,000,000","472,000,000","198,000,000","163,000,000","189,000,000","175,000,000","172,000,000","146,000,000","137,000,000","134,000,000","115,000,000","121,000,000","119,000,000","88,000,000","81,000,000","66,000,000","68,000,000","62,000,000","66,000,000","69,000,000","72,000,000","74,000,000","67,000,000","81,000,000","81,000,000","93,000,000","83,000,000","92,000,000","115,000,000","115,000,000","126,000,000","116,000,000","111,000,000","113,000,000","111,000,000","100,000,000","88,000,000","103,000,000","130,000,000","103,000,000","124,000,000","75,000,000","150,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NetInterestIncome,"-1,496,000,000","-291,000,000","-488,000,000","-415,000,000","-302,000,000","-286,000,000","-284,000,000","-438,000,000","-168,000,000","-88,000,000","-159,000,000","-143,000,000","-143,000,000","-129,000,000","-85,000,000","-117,000,000","-84,000,000","-99,000,000","-99,000,000","-70,000,000","-67,000,000","-24,000,000","-55,000,000","-12,000,000","8,000,000","-58,000,000","-38,000,000","-50,000,000","62,000,000","49,000,000","-26,000,000","-83,000,000","-54,000,000","-72,000,000","-91,000,000","-93,000,000","-95,000,000","-90,000,000","-77,000,000","-88,000,000","-83,000,000","-95,000,000","-87,000,000","-89,000,000","-130,000,000","-103,000,000","-124,000,000","-75,000,000","-128,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EBIT,"-2,634,000,000","450,000,000","-116,000,000","-4,384,000,000","1,425,000,000","2,994,000,000","1,671,000,000","2,490,000,000","7,435,000,000","3,594,000,000","3,391,000,000","4,029,000,000","4,100,000,000","3,891,000,000","2,831,000,000","3,752,000,000","3,866,000,000","3,846,000,000","3,000,000,000","4,271,000,000","3,527,000,000","4,424,000,000","3,292,000,000","4,024,000,000","3,386,000,000","3,431,000,000","2,533,000,000","3,744,000,000","3,242,000,000","3,021,000,000","2,305,000,000","3,186,000,000","2,358,000,000","2,120,000,000","2,229,000,000","3,144,000,000","2,002,000,000","2,357,000,000","2,014,000,000","2,621,000,000","1,679,000,000","2,164,000,000","1,522,000,000","2,439,000,000","1,665,000,000","1,425,000,000","1,785,000,000","1,732,000,000","1,151,000,000","1,217,000,000","1,452,000,000","2,021,000,000","1,898,000,000","2,033,000,000","1,571,000,000","2,023,000,000","1,533,000,000","1,716,000,000","1,343,000,000","1,788,000,000","1,186,000,000","1,161,000,000","413,000,000","1,346,000,000","1,174,000,000","1,174,000,000","751,000,000","1,096,000,000","1,036,000,000","1,165,000,000","769,000,000","727,000,000","546,000,000","671,000,000","392,000,000","743,000,000","603,000,000","646,000,000","360,000,000","883,000,000","732,000,000","857,000,000","514,000,000","859,000,000","446,000,000","924,000,000","496,000,000","917,000,000","644,000,000","978,000,000","690,000,000","874,000,000","801,000,000","1,414,000,000","861,000,000","991,000,000","756,000,000","1,337,000,000","797,000,000","890,000,000","559,000,000","799,000,000","429,200,000","523,600,000","560,800,000","748,500,000","397,000,000","453,000,000","372,600,000","580,800,000","317,400,000","428,400,000","366,900,000","459,300,000","346,900,000","353,000,000","260,800,000","326,400,000","279,700,000","257,100,000","195,400,000","271,800,000","359,500,000","374,400,000","277,000,000","276,200,000","-2,139,700,000","1,167,600,000","1,037,900,000","1,043,600,000","-1,621,200,000","930,400,000","789,200,000","749,300,000","-1,388,200,000","621,900,000","766,300,000","755,500,000","-1,241,000,000","647,900,000","592,400,000","504,200,000","-1,063,400,000"
EBITDA,"2,710,000,000",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ReconciledCostOfRevenue,"42,621,000,000","11,775,000,000","11,013,000,000","7,894,000,000","11,918,000,000","13,016,000,000","11,822,000,000","12,819,000,000","8,376,000,000","9,001,000,000","8,108,000,000","8,348,000,000","7,533,000,000","8,737,000,000","7,214,000,000","7,717,000,000","6,969,000,000","8,406,000,000","7,305,000,000","7,201,000,000","6,864,000,000","8,623,000,000","7,355,000,000","6,663,000,000","6,690,000,000","7,656,000,000","-860,000,000","8,968,000,000","8,668,000,000","9,644,000,000","9,409,000,000","8,574,000,000","8,359,000,000","9,249,000,000","8,758,000,000","8,128,000,000","7,942,000,000","8,587,000,000","8,558,000,000","8,229,000,000","7,549,000,000","8,776,000,000","8,221,000,000","7,723,000,000","7,068,000,000","8,325,000,000","8,272,000,000","6,998,000,000","6,800,000,000","8,382,000,000","7,993,000,000","7,215,000,000","6,812,000,000","8,419,000,000","7,359,000,000","7,022,000,000","6,540,000,000","8,009,000,000","7,441,000,000","6,832,000,000","6,841,000,000","7,693,000,000","7,321,000,000","6,369,000,000","6,655,000,000","7,492,000,000","6,792,000,000","6,375,000,000","6,153,000,000","7,384,000,000","6,068,000,000","5,164,000,000","5,510,000,000","6,529,000,000","6,003,000,000","4,788,000,000","5,043,000,000","6,149,000,000","5,055,000,000","4,684,000,000","4,898,000,000","6,046,000,000","4,559,000,000","4,046,000,000","4,405,000,000","4,880,000,000","4,270,000,000","3,692,000,000","3,839,000,000","4,591,000,000","5,793,000,000","3,052,000,000","3,041,000,000","3,321,000,000","3,372,000,000","2,983,000,000","3,444,000,000","3,404,000,000","3,252,000,000","2,928,000,000","2,874,000,000","2,399,000,000","2,124,900,000","1,785,800,000","1,814,300,000","2,088,400,000","1,768,900,000","1,499,400,000","1,459,300,000","1,753,600,000","1,415,800,000","1,286,300,000","1,400,500,000","1,662,700,000","1,491,000,000","1,292,400,000","1,156,300,000","1,369,400,000","1,183,500,000","989,200,000","1,031,400,000","1,018,900,000","1,153,300,000","991,100,000","875,700,000","859,800,000",,,,,,,,,,,,,,,,,
ReconciledDepreciation,"5,344,000,000","1,298,000,000","1,335,000,000","1,379,000,000","1,333,000,000","1,298,000,000","1,296,000,000","1,304,000,000","828,000,000","732,000,000","794,000,000","744,000,000","731,000,000","742,000,000","708,000,000","711,000,000","676,000,000","687,000,000","689,000,000","626,000,000","605,000,000","607,000,000","603,000,000","575,000,000","584,000,000","592,000,000","590,000,000","557,000,000","580,000,000","561,000,000","559,000,000","569,000,000","550,000,000","514,000,000","492,000,000","522,000,000","488,000,000","485,000,000","462,000,000","476,000,000","456,000,000","447,000,000","434,000,000","432,000,000","424,000,000","423,000,000","425,000,000","404,000,000","406,000,000","396,000,000","404,000,000","402,000,000","391,000,000","385,000,000","392,000,000","367,000,000","362,000,000","370,000,000","348,000,000","362,000,000","357,000,000","369,000,000","341,000,000","347,000,000","327,000,000","324,000,000","330,000,000","323,000,000","284,000,000","273,000,000","251,000,000","284,000,000","276,000,000","266,000,000","267,000,000","264,000,000","258,000,000","253,000,000","397,000,000","408,000,000","419,000,000","530,000,000","974,000,000","1,145,000,000","1,414,000,000","1,131,000,000","990,000,000","879,000,000","942,000,000","968,000,000","-397,000,000","1,273,000,000","1,352,000,000","1,526,000,000","1,187,000,000","1,151,000,000","1,173,000,000","1,447,000,000","1,162,000,000","1,203,000,000","1,013,000,000","566,000,000","512,700,000","415,900,000","501,900,000","422,500,000","490,900,000","361,600,000","406,500,000","349,300,000","402,100,000","180,600,000","219,300,000","226,400,000","188,300,000","171,600,000","201,100,000","198,600,000","232,600,000","220,400,000","175,700,000","165,800,000","162,000,000","140,600,000","116,500,000","119,200,000",,,,,,,,,,,,,,,,,
NetIncomeFromContinuingOperationNetMinorityInterest,"-4,931,000,000","29,000,000","-710,000,000","-4,718,000,000","475,000,000","2,133,000,000","763,000,000","1,401,000,000","5,431,000,000","2,788,000,000","2,322,000,000","2,916,000,000","2,937,000,000","4,423,000,000","1,747,000,000","2,366,000,000","2,388,000,000","2,479,000,000","1,771,000,000","2,597,000,000","2,143,000,000","2,880,000,000","1,609,000,000","2,483,000,000","2,108,000,000","2,182,000,000","1,499,000,000","2,245,000,000","1,917,000,000","1,840,000,000","1,394,000,000","1,847,000,000","1,513,000,000","1,382,000,000","1,244,000,000","1,831,000,000","1,143,000,000","1,464,000,000","1,087,000,000","1,476,000,000","942,000,000","1,302,000,000","835,000,000","1,331,000,000","953,000,000","844,000,000","895,000,000","954,000,000","613,000,000","845,000,000","760,000,000","1,284,000,000","1,133,000,000","1,250,000,000","883,000,000","1,196,000,000","931,000,000","1,701,000,000","782,000,000","1,125,000,000","733,000,000","734,000,000","297,000,000","851,000,000","698,000,000","723,000,000","516,000,000","604,000,000","537,000,000","688,000,000","453,000,000","400,000,000","229,000,000","256,000,000","175,000,000","364,000,000","259,000,000","438,000,000","53,000,000","392,000,000","-567,000,000","242,000,000","167,000,000","361,000,000","77,000,000","315,000,000","85,000,000","367,000,000","226,000,000","622,000,000","296,000,000","415,000,000","384,000,000","755,000,000","411,000,000","473,000,000","333,000,000","749,000,000","336,000,000","406,000,000","-25,000,000","496,000,000","264,000,000","318,200,000","315,500,000","482,400,000","225,900,000","267,600,000","248,400,000","368,600,000","-77,800,000","259,100,000","204,900,000","260,300,000","223,700,000","220,800,000","164,100,000","208,100,000","174,000,000","165,500,000","126,600,000","170,400,000","232,700,000","238,400,000","178,500,000","174,400,000",,,,,,,,,,,,,,,,,
TotalUnusualItemsExcludingGoodwill,"-4,725,000,000","-113,000,000","198,000,000","-4,665,000,000","-145,000,000","-150,000,000","-797,000,000","-330,000,000","4,301,000,000",0,"596,000,000",,"-13,000,000","38,000,000","-20,000,000",0,0,0,"-31,000,000","-44,000,000",0,"-81,000,000","-53,000,000",0,0,0,"4,000,000",0,"-114,000,000","-19,000,000","-162,000,000","-60,000,000","-61,000,000","-102,000,000","6,000,000","-7,000,000","146,000,000","-6,000,000","-9,000,000","-34,000,000",0,"63,000,000","382,000,000","7,000,000","-1,000,000","-78,000,000","639,000,000","-21,000,000","-305,000,000","114,000,000","-91,000,000","32,000,000",,,0,,,"1,052,000,000",0,"18,000,000",,"70,000,000",,"24,000,000","-7,000,000","-17,000,000","-5,000,000","-56,000,000","-3,000,000",,"-1,000,000","1,000,000",,,0,"34,000,000",,,"-126,000,000","-138,000,000","-996,000,000","-78,000,000","153,000,000","93,000,000",,"202,000,000","-208,000,000","-87,000,000","-75,000,000","261,000,000",,,,,0,,,"135,000,000","41,000,000",,"-525,000,000","-22,000,000","52,500,000","-14,400,000","-33,100,000","27,900,000","54,300,000","-47,700,000","8,400,000","4,200,000","-247,000,000","-26,700,000","-34,900,000","-37,800,000","136,700,000","-1,200,000","800,000","5,200,000","103,700,000","7,700,000","7,200,000","800,000","54,500,000","10,200,000","18,800,000","16,500,000",,,,,,,,,,,,,,,,,
TotalUnusualItems,"-4,725,000,000","-113,000,000","198,000,000","-4,665,000,000","-145,000,000","-150,000,000","-797,000,000","-330,000,000","4,301,000,000",0,"596,000,000",,"-13,000,000","38,000,000","-20,000,000",0,0,0,"-31,000,000","-44,000,000",0,"-81,000,000","-53,000,000",0,0,0,"4,000,000",0,"-114,000,000","-19,000,000","-162,000,000","-60,000,000","-61,000,000","-102,000,000","6,000,000","-7,000,000","146,000,000","-6,000,000","-9,000,000","-34,000,000",0,"63,000,000","382,000,000","7,000,000","-1,000,000","-78,000,000","639,000,000","-21,000,000","-305,000,000","114,000,000","-91,000,000","32,000,000",,,0,,,"1,052,000,000",0,"18,000,000",,"70,000,000",,"24,000,000","-7,000,000","-17,000,000","-5,000,000","-56,000,000","-3,000,000",,"-1,000,000","1,000,000",,,0,"34,000,000",,,"-126,000,000","-138,000,000","-996,000,000","-78,000,000","153,000,000","93,000,000",,"202,000,000","-208,000,000","-87,000,000","-75,000,000","261,000,000",,,,,0,,,"135,000,000","41,000,000",,"-525,000,000","-22,000,000","52,500,000","-14,400,000","-33,100,000","27,900,000","54,300,000","-47,700,000","8,400,000","4,200,000","-247,000,000","-26,700,000","-34,900,000","-37,800,000","136,700,000","-1,200,000","800,000","5,200,000","103,700,000","7,700,000","7,200,000","800,000","54,500,000","10,200,000","18,800,000","16,500,000",,,,,,,,,,,,,,,,,
NormalizedEBITDA,"7,435,000,000","1,861,000,000","1,021,000,000","1,660,000,000","2,903,000,000","4,442,000,000","3,764,000,000","4,124,000,000","3,962,000,000","4,326,000,000","3,589,000,000","4,773,000,000","4,844,000,000","4,595,000,000","3,559,000,000","4,463,000,000","4,542,000,000","4,533,000,000","3,720,000,000","4,941,000,000","4,132,000,000","5,112,000,000","3,948,000,000","4,599,000,000","3,970,000,000","4,023,000,000","3,119,000,000","4,301,000,000","3,936,000,000","3,601,000,000","3,026,000,000","3,815,000,000","2,969,000,000","2,736,000,000","2,715,000,000","3,673,000,000","2,344,000,000","2,848,000,000","2,485,000,000","3,131,000,000","2,135,000,000","2,548,000,000","1,574,000,000","2,864,000,000","2,090,000,000","1,926,000,000","1,571,000,000","2,157,000,000","1,862,000,000","1,499,000,000","1,947,000,000","2,391,000,000","2,289,000,000","2,418,000,000","1,963,000,000","2,390,000,000","1,895,000,000","1,034,000,000","1,691,000,000","2,132,000,000","1,543,000,000","1,460,000,000","754,000,000","1,669,000,000","1,508,000,000","1,515,000,000","1,086,000,000","1,475,000,000","1,323,000,000","1,438,000,000","1,021,000,000","1,010,000,000","822,000,000","937,000,000","659,000,000","973,000,000","861,000,000","899,000,000","883,000,000","1,429,000,000","2,147,000,000","1,465,000,000","1,335,000,000","1,911,000,000","1,860,000,000","1,853,000,000","1,694,000,000","1,883,000,000","1,661,000,000","1,685,000,000","293,000,000","2,147,000,000","2,153,000,000","2,940,000,000","2,048,000,000","2,142,000,000","1,929,000,000","2,649,000,000","1,918,000,000","2,093,000,000","2,097,000,000","1,387,000,000","889,400,000","953,900,000","1,095,800,000","1,143,100,000","833,600,000","890,900,000","770,700,000","925,900,000","966,500,000","858,500,000","621,100,000","723,500,000","398,500,000","724,400,000","461,100,000","519,800,000","408,600,000","469,800,000","363,900,000","436,800,000","467,000,000","504,800,000","374,700,000","378,900,000","-2,139,700,000","1,167,600,000","1,037,900,000","1,043,600,000","-1,621,200,000","930,400,000","789,200,000","749,300,000","-1,388,200,000","621,900,000","766,300,000","755,500,000","-1,241,000,000","647,900,000","592,400,000","504,200,000","-1,063,400,000"
TaxRateForCalcs,0.4,0.348,0.27,0.068,0.27,0.174,0.273,0.196,0.228,0.188,0.245,0.206,0.207,0.194,0.308,0.316,0.323,0.332,0.343,0.352,0.34,0.332,0.4,0.334,0.329,0.333,0.34,0.341,0.352,0.352,0.306,0.342,0.288,0.291,0.342,0.328,0.346,0.321,0.343,0.337,0.356,0.354,0.326,0.356,0.35,0.362,0.353,0.378,0.348,0.364,0.353,0.341,0.376,0.373,0.346,0.376,0.387,0.376,0.34,0.338,0.352,0.364,0.4,0.34,0.368,0.344,0.1,0.36,0.371,0.368,0.28,0.373,0.375,0.4,0.332,0.398,0.4,0.388,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.4,0.351,0.348,0.348,0.348,0.348,0.318,0.34,0.348,0.37,0.109,0.355,0.383,0.382,0.373,0.372,0.373,0.372,0.375,0.375,0.375,0.375,0.373,0.38,0.38,0.38,,,,,,,,,,,,,,,,,
TaxEffectOfUnusualItems,"-1,890,000,000","-39,324,000","53,460,000","-317,220,000","-39,150,000","-26,100,000","-217,939,586.65","-64,680,000","980,628,000",0,"145,742,660.84",0,"-2,691,000","7,372,000","-6,154,417.22",0,0,0,"-10,641,791.05","-15,488,000",0,"-26,892,000","-21,200,000",0,0,0,"1,358,797.24",0,"-40,128,000","-6,688,000","-49,605,215.83","-20,520,000","-17,568,000","-29,682,000","2,054,872.28","-2,294,816.77","50,586,353.95","-1,927,710.84","-3,083,552.29","-11,455,342.90",0,"22,281,976.74","124,669,456.07","2,490,154.11","-349,837.13","-28,202,723.15","225,823,600.24","-7,933,614.97","-106,033,966.03","41,547,423.45","-32,148,521.99","10,917,105.89",0,0,0,0,0,"395,077,598.83",0,"6,079,601.99",0,"25,470,737.91",0,"8,164,584.86","-2,576,470.59","-5,850,262.70","-502,318.39","-20,137,931.03","-1,112,149.53",0,"-279,661.02","373,111.78",0,0,0,"13,525,157.23",0,0,"-50,400,000","-55,200,000","-398,400,000","-31,200,000","61,200,000","37,200,000",0,"80,800,000","-83,200,000","-34,800,000","-30,000,000","104,400,000",0,0,0,0,0,0,0,"54,000,000","16,400,000",0,"-210,000,000","-7,717,277.49","18,252,409.19","-5,012,415.49","-11,518,991.53","9,709,758.08","17,286,210.02","-16,213,764.18","2,923,464.57","1,553,641.03","-26,878,579.61","-9,478,267.36","-13,354,323.59","-14,456,370.11","50,994,310.54","-446,844.80","298,165.14","1,936,670.69","38,887,500","2,887,500","2,700,888.45","299,926.63","20,307,090.86","3,877,379.10","7,143,869.40","6,270,351.94",,,,,,,,,,,,,,,,,
